535,Scratch_or_spot,196,296,318,350
535,Scratch_or_spot,63,197,287,240
536,Dent,142,174,182,280
537,Scratch_or_spot,305,285,372,321
537,Scratch_or_spot,376,247,438,292
537,Scratch_or_spot,444,217,500,248
537,Scratch_or_spot,489,172,534,208
538,Dent,430,181,471,220
538,Dent,339,166,414,208
539,Scratch_or_spot,177,416,208,433
539,Scratch_or_spot,260,453,332,503
539,Scratch_or_spot,652,424,677,451
539,Dent,486,17,748,127
540,Dent,550,90,600,168
541,Dent,199,94,380,256
542,Dent,198,355,432,464
543,Dent,238,221,422,394
544,Dent,510,363,535,392
544,Dent,419,220,508,268
545,Scratch_or_spot,234,284,267,321
546,Dent,407,290,536,365
546,Dent,370,282,402,341
547,Scratch_or_spot,315,290,348,322
547,Scratch_or_spot,354,270,372,316
547,Scratch_or_spot,362,187,392,245
548,Scratch_or_spot,575,197,619,232
549,Scratch_or_spot,595,377,685,415
549,Scratch_or_spot,260,497,367,542
550,Scratch_or_spot,497,298,618,438
551,Scratch_or_spot,408,333,499,417
552,Scratch_or_spot,720,591,890,687
552,Scratch_or_spot,753,460,1086,572
552,Scratch_or_spot,260,575,607,756
553,Scratch_or_spot,936,321,1011,373
554,Scratch_or_spot,755,467,942,623
555,Dent,247,23,453,151
556,Dent,129,235,160,268
556,Dent,160,223,183,251
556,Dent,188,181,246,236
557,Dent,202,284,284,324
558,Dent,188,82,507,289
559,Dent,261,454,353,539
559,Dent,226,265,323,417
560,Scratch_or_spot,373,52,403,104
560,Scratch_or_spot,400,111,422,138
561,Dent,8,215,455,274
562,Scratch_or_spot,414,167,419,188
562,Scratch_or_spot,353,181,387,210
562,Scratch_or_spot,389,111,409,132
562,Scratch_or_spot,196,114,238,129
562,Scratch_or_spot,244,127,284,149
563,Scratch_or_spot,297,234,443,335
564,Dent,269,222,320,285
564,Dent,154,209,259,241
564,Dent,363,262,569,290
564,Dent,528,322,675,437
565,Scratch_or_spot,458,208,526,269
566,Scratch_or_spot,697,234,995,406
567,Scratch_or_spot,906,376,1126,472
568,Dent,1406,616,1492,718
569,Dent,382,221,448,260
570,Dent,321,313,511,376
570,Dent,301,129,478,184
571,Scratch_or_spot,222,182,240,206
572,Dent,11,445,178,593
573,Dent,177,289,340,352
574,Scratch_or_spot,346,468,387,526
575,Scratch_or_spot,480,161,555,215
576,Scratch_or_spot,468,276,506,358
576,Dent,258,37,355,98
577,Scratch_or_spot,480,225,563,366
578,Scratch_or_spot,408,201,452,306
579,Scratch_or_spot,253,77,288,107
580,Scratch_or_spot,346,194,376,283
581,Scratch_or_spot,467,140,496,160
581,Scratch_or_spot,512,131,527,156
582,Dent,230,339,281,398
582,Scratch_or_spot,387,180,455,196
582,Scratch_or_spot,503,187,524,208
582,Scratch_or_spot,263,112,287,129
583,Dent,250,86,416,217
584,Dent,114,290,195,363
585,Scratch_or_spot,440,175,492,215
585,Scratch_or_spot,393,133,433,176
586,Dent,93,264,198,394
587,Dent,95,385,253,517
587,Dent,267,338,392,485
588,Dent,338,550,448,668
588,Dent,849,423,1011,518
589,Dent,1311,489,1411,689
590,Scratch_or_spot,297,108,325,150
591,Scratch_or_spot,313,153,460,320
592,Scratch_or_spot,311,77,343,114
592,Dent,323,27,379,75
593,Dent,462,337,559,413
594,Dent,50,59,172,149
595,Dent,442,191,502,250
596,Scratch_or_spot,424,42,520,251
597,Dent,434,258,490,309
598,Dent,317,202,462,312
599,Dent,330,36,418,169
600,Scratch_or_spot,3,43,37,86
600,Scratch_or_spot,42,9,77,66
601,Dent,302,139,386,248
602,Dent,436,134,465,157
602,Dent,427,116,457,130
602,Dent,468,171,498,191
603,Scratch_or_spot,377,174,423,210
603,Scratch_or_spot,295,170,352,181
603,Scratch_or_spot,338,207,372,221
604,Scratch_or_spot,635,493,705,544
605,Scratch_or_spot,268,136,291,163
605,Scratch_or_spot,311,51,353,67
606,Scratch_or_spot,373,118,386,147
606,Dent,71,116,144,168
607,Scratch_or_spot,486,227,508,256
608,Scratch_or_spot,437,148,471,179
609,Scratch_or_spot,330,152,377,183
610,Dent,135,100,210,157
611,Scratch_or_spot,235,53,271,75
612,Dent,158,187,237,261
613,Scratch_or_spot,341,103,376,130
614,Scratch_or_spot,114,204,148,248
614,Scratch_or_spot,27,342,82,380
615,Scratch_or_spot,289,264,313,319
615,Scratch_or_spot,316,349,386,415
616,Scratch_or_spot,288,39,327,85
616,Scratch_or_spot,240,82,279,109
616,Scratch_or_spot,98,120,117,143
616,Scratch_or_spot,1,153,29,191
617,Scratch_or_spot,219,107,244,134
618,Scratch_or_spot,346,228,385,245
619,Scratch_or_spot,436,119,506,153
619,Scratch_or_spot,518,93,545,127
620,Scratch_or_spot,336,174,381,205
621,Dent,342,140,538,265
622,Dent,229,81,327,172
623,Dent,250,90,349,187
624,Scratch_or_spot,386,228,435,262
625,Scratch_or_spot,449,235,472,255
626,Scratch_or_spot,400,118,463,153
627,Scratch_or_spot,427,66,435,97
628,Scratch_or_spot,240,239,273,261
629,Dent,303,87,401,223
630,Scratch_or_spot,407,192,439,242
631,Scratch_or_spot,536,289,553,325
631,Scratch_or_spot,349,382,368,405
631,Scratch_or_spot,361,355,383,382
631,Scratch_or_spot,390,362,404,384
631,Scratch_or_spot,451,205,483,227
631,Scratch_or_spot,496,229,525,242
631,Scratch_or_spot,341,414,362,444
632,Scratch_or_spot,424,353,461,395
633,Dent,171,389,215,430
634,Dent,151,350,226,401
634,Scratch_or_spot,157,157,212,179
634,Scratch_or_spot,99,164,141,180
635,Scratch_or_spot,221,313,284,357
636,Scratch_or_spot,625,278,662,304
637,Dent,546,99,571,184
638,Dent,330,331,639,562
639,Dent,103,367,1000,463
640,Dent,584,433,807,538
641,Dent,504,351,576,408
642,Dent,532,401,648,494
643,Scratch_or_spot,456,77,593,145
643,Scratch_or_spot,296,132,421,314
643,Scratch_or_spot,847,315,879,351
643,Scratch_or_spot,726,259,750,286
643,Scratch_or_spot,719,208,736,231
643,Scratch_or_spot,828,251,847,272
643,Scratch_or_spot,551,373,570,397
644,Scratch_or_spot,554,223,604,271
644,Scratch_or_spot,606,176,640,219
644,Scratch_or_spot,627,134,663,176
644,Scratch_or_spot,703,138,728,188
644,Scratch_or_spot,671,99,698,138
645,Dent,546,341,586,383
645,Dent,592,324,613,352
646,Dent,463,470,534,537
647,Scratch_or_spot,419,263,540,322
648,Dent,531,230,610,377
649,Dent,483,109,652,361
650,Dent,489,50,601,208
651,Scratch_or_spot,413,181,472,232
652,Dent,222,336,293,490
652,Dent,303,326,351,435
653,Dent,2,512,180,652
654,Scratch_or_spot,330,303,364,345
655,Scratch_or_spot,102,331,374,506
655,Scratch_or_spot,392,421,585,571
655,Scratch_or_spot,177,80,418,241
656,Scratch_or_spot,336,490,814,570
657,Scratch_or_spot,462,256,538,303
658,Scratch_or_spot,361,387,427,484
658,Scratch_or_spot,240,474,277,579
659,Scratch_or_spot,477,322,750,385
660,Scratch_or_spot,411,356,429,403
661,Scratch_or_spot,473,441,504,514
662,Scratch_or_spot,350,406,366,469
663,Scratch_or_spot,169,339,291,477
664,Dent,292,245,464,441
665,Scratch_or_spot,465,390,544,447
665,Scratch_or_spot,365,355,453,405
666,Scratch_or_spot,327,522,441,570
667,Scratch_or_spot,627,345,678,387
668,Dent,614,329,822,457
668,Dent,562,359,609,409
669,Dent,518,410,708,491
670,Scratch_or_spot,657,55,700,129
671,Scratch_or_spot,539,134,577,172
672,Dent,462,27,587,202
672,Scratch_or_spot,593,133,642,178
672,Scratch_or_spot,597,54,649,88
673,Dent,250,367,515,567
673,Dent,469,29,663,252
674,Scratch_or_spot,561,72,607,141
675,Scratch_or_spot,684,400,714,509
676,Scratch_or_spot,609,358,825,400
676,Scratch_or_spot,69,357,600,385
677,Scratch_or_spot,512,161,656,244
677,Scratch_or_spot,453,110,498,192
678,Dent,374,478,504,604
679,Scratch_or_spot,384,287,511,337
680,Dent,347,596,465,700
680,Scratch_or_spot,414,184,576,287
681,Scratch_or_spot,793,317,1012,389
682,Dent,388,13,478,90
683,Dent,232,125,508,266
684,Dent,471,32,564,85
685,Dent,528,251,717,319
685,Scratch_or_spot,453,280,490,318
685,Scratch_or_spot,408,293,429,320
685,Dent,303,121,361,149
686,Dent,250,273,449,329
686,Scratch_or_spot,148,208,213,240
686,Scratch_or_spot,117,200,144,228
687,Dent,370,276,533,335
687,Scratch_or_spot,299,246,343,281
688,Scratch_or_spot,424,290,507,330
688,Scratch_or_spot,599,248,688,305
688,Scratch_or_spot,352,302,416,330
688,Scratch_or_spot,222,153,255,169
689,Dent,138,564,424,812
690,Dent,539,448,778,741
690,Dent,793,539,896,672
691,Scratch_or_spot,757,502,880,597
691,Scratch_or_spot,822,407,990,482
691,Scratch_or_spot,1052,454,1142,534
692,Scratch_or_spot,915,537,1077,842
693,Scratch_or_spot,483,294,552,342
694,Dent,309,254,394,342
695,Dent,400,536,472,621
696,Dent,578,113,603,133
697,Dent,454,43,598,144
698,Dent,253,96,682,528
699,Dent,375,75,720,544
700,Dent,315,65,542,229
701,Dent,615,126,714,236
702,Scratch_or_spot,240,468,305,504
702,Scratch_or_spot,271,395,358,446
703,Scratch_or_spot,396,186,446,232
703,Scratch_or_spot,339,245,380,289
704,Scratch_or_spot,378,168,411,215
704,Scratch_or_spot,432,176,475,225
705,Scratch_or_spot,198,204,393,270
706,Scratch_or_spot,446,394,611,501
706,Scratch_or_spot,282,465,433,517
